func_name,shadow_price,ir_count,opt_level,inlined,threshold_baseline,threshold_adjusted
func_0_size_10_opt_2,970.00,10,2,1,100,500
func_0_size_50_opt_2,1172.00,50,2,1,100,500
func_0_size_100_opt_2,1117.00,100,2,1,100,500
func_0_size_200_opt_2,814.00,200,2,1,100,500
func_0_size_500_opt_2,1174.00,500,2,0,100,500
func_1_size_10_opt_2,5.00,10,2,0,100,10
func_1_size_50_opt_2,6.00,50,2,0,100,10
func_1_size_100_opt_2,13.00,100,2,0,100,13
func_1_size_200_opt_2,10.00,200,2,0,100,10
func_1_size_500_opt_2,9.00,500,2,0,100,10
func_2_size_10_opt_2,1195.00,10,2,1,100,500
func_2_size_50_opt_2,1134.00,50,2,1,100,500
func_2_size_100_opt_2,1064.00,100,2,1,100,500
func_2_size_200_opt_2,995.00,200,2,1,100,500
func_2_size_500_opt_2,965.00,500,2,0,100,500
func_3_size_10_opt_2,8.00,10,2,0,100,10
func_3_size_50_opt_2,10.00,50,2,0,100,10
func_3_size_100_opt_2,8.00,100,2,0,100,10
func_3_size_200_opt_2,11.00,200,2,0,100,11
func_3_size_500_opt_2,12.00,500,2,0,100,12
func_4_size_10_opt_2,940.00,10,2,1,100,500
func_4_size_50_opt_2,961.00,50,2,1,100,500
func_4_size_100_opt_2,1168.00,100,2,1,100,500
func_4_size_200_opt_2,914.00,200,2,1,100,500
func_4_size_500_opt_2,1093.00,500,2,0,100,500
func_5_size_10_opt_2,14.00,10,2,1,100,14
func_5_size_50_opt_2,10.00,50,2,0,100,10
func_5_size_100_opt_2,11.00,100,2,0,100,11
func_5_size_200_opt_2,12.00,200,2,0,100,12
func_5_size_500_opt_2,15.00,500,2,0,100,15
func_6_size_10_opt_2,1022.00,10,2,1,100,500
func_6_size_50_opt_2,994.00,50,2,1,100,500
func_6_size_100_opt_2,1030.00,100,2,1,100,500
func_6_size_200_opt_2,984.00,200,2,1,100,500
func_6_size_500_opt_2,1124.00,500,2,0,100,500
func_7_size_10_opt_2,5.00,10,2,0,100,10
func_7_size_50_opt_2,11.00,50,2,0,100,11
func_7_size_100_opt_2,5.00,100,2,0,100,10
func_7_size_200_opt_2,8.00,200,2,0,100,10
func_7_size_500_opt_2,10.00,500,2,0,100,10
func_8_size_10_opt_2,1078.00,10,2,1,100,500
func_8_size_50_opt_2,1022.00,50,2,1,100,500
func_8_size_100_opt_2,977.00,100,2,1,100,500
func_8_size_200_opt_2,992.00,200,2,1,100,500
func_8_size_500_opt_2,1061.00,500,2,0,100,500
func_9_size_10_opt_2,12.00,10,2,1,100,12
func_9_size_50_opt_2,9.00,50,2,0,100,10
func_9_size_100_opt_2,15.00,100,2,0,100,15
func_9_size_200_opt_2,14.00,200,2,0,100,14
func_9_size_500_opt_2,14.00,500,2,0,100,14
func_10_size_10_opt_2,907.00,10,2,1,100,500
func_10_size_50_opt_2,944.00,50,2,1,100,500
func_10_size_100_opt_2,1028.00,100,2,1,100,500
func_10_size_200_opt_2,926.00,200,2,1,100,500
func_10_size_500_opt_2,809.00,500,2,0,100,500
func_11_size_10_opt_2,13.00,10,2,1,100,13
func_11_size_50_opt_2,9.00,50,2,0,100,10
func_11_size_100_opt_2,11.00,100,2,0,100,11
func_11_size_200_opt_2,10.00,200,2,0,100,10
func_11_size_500_opt_2,9.00,500,2,0,100,10
func_12_size_10_opt_2,1113.00,10,2,1,100,500
func_12_size_50_opt_2,899.00,50,2,1,100,500
func_12_size_100_opt_2,1033.00,100,2,1,100,500
func_12_size_200_opt_2,1178.00,200,2,1,100,500
func_12_size_500_opt_2,823.00,500,2,0,100,500
func_13_size_10_opt_2,14.00,10,2,1,100,14
func_13_size_50_opt_2,8.00,50,2,0,100,10
func_13_size_100_opt_2,11.00,100,2,0,100,11
func_13_size_200_opt_2,7.00,200,2,0,100,10
func_13_size_500_opt_2,8.00,500,2,0,100,10
func_14_size_10_opt_2,914.00,10,2,1,100,500
func_14_size_50_opt_2,1193.00,50,2,1,100,500
func_14_size_100_opt_2,1196.00,100,2,1,100,500
func_14_size_200_opt_2,1174.00,200,2,1,100,500
func_14_size_500_opt_2,913.00,500,2,0,100,500
func_15_size_10_opt_2,6.00,10,2,0,100,10
func_15_size_50_opt_2,14.00,50,2,0,100,14
func_15_size_100_opt_2,11.00,100,2,0,100,11
func_15_size_200_opt_2,6.00,200,2,0,100,10
func_15_size_500_opt_2,13.00,500,2,0,100,13
func_16_size_10_opt_2,1184.00,10,2,1,100,500
func_16_size_50_opt_2,935.00,50,2,1,100,500
func_16_size_100_opt_2,1032.00,100,2,1,100,500
func_16_size_200_opt_2,1000.00,200,2,1,100,500
func_16_size_500_opt_2,829.00,500,2,0,100,500
func_17_size_10_opt_2,11.00,10,2,1,100,11
func_17_size_50_opt_2,13.00,50,2,0,100,13
func_17_size_100_opt_2,10.00,100,2,0,100,10
func_17_size_200_opt_2,9.00,200,2,0,100,10
func_17_size_500_opt_2,5.00,500,2,0,100,10
func_18_size_10_opt_2,830.00,10,2,1,100,500
func_18_size_50_opt_2,1006.00,50,2,1,100,500
func_18_size_100_opt_2,929.00,100,2,1,100,500
func_18_size_200_opt_2,1023.00,200,2,1,100,500
func_18_size_500_opt_2,1041.00,500,2,0,100,500
func_19_size_10_opt_2,9.00,10,2,0,100,10
func_19_size_50_opt_2,8.00,50,2,0,100,10
func_19_size_100_opt_2,11.00,100,2,0,100,11
func_19_size_200_opt_2,10.00,200,2,0,100,10
func_19_size_500_opt_2,9.00,500,2,0,100,10
func_20_size_10_opt_2,1071.00,10,2,1,100,500
func_20_size_50_opt_2,985.00,50,2,1,100,500
func_20_size_100_opt_2,1139.00,100,2,1,100,500
func_20_size_200_opt_2,1095.00,200,2,1,100,500
func_20_size_500_opt_2,1196.00,500,2,0,100,500
func_21_size_10_opt_2,15.00,10,2,1,100,15
func_21_size_50_opt_2,6.00,50,2,0,100,10
func_21_size_100_opt_2,11.00,100,2,0,100,11
func_21_size_200_opt_2,7.00,200,2,0,100,10
func_21_size_500_opt_2,7.00,500,2,0,100,10
func_22_size_10_opt_2,906.00,10,2,1,100,500
func_22_size_50_opt_2,818.00,50,2,1,100,500
func_22_size_100_opt_2,1001.00,100,2,1,100,500
func_22_size_200_opt_2,895.00,200,2,1,100,500
func_22_size_500_opt_2,999.00,500,2,0,100,500
func_23_size_10_opt_2,5.00,10,2,0,100,10
func_23_size_50_opt_2,6.00,50,2,0,100,10
func_23_size_100_opt_2,5.00,100,2,0,100,10
func_23_size_200_opt_2,7.00,200,2,0,100,10
func_23_size_500_opt_2,6.00,500,2,0,100,10
func_24_size_10_opt_2,1066.00,10,2,1,100,500
func_24_size_50_opt_2,1132.00,50,2,1,100,500
func_24_size_100_opt_2,823.00,100,2,1,100,500
func_24_size_200_opt_2,1139.00,200,2,1,100,500
func_24_size_500_opt_2,1085.00,500,2,0,100,500
func_25_size_10_opt_2,13.00,10,2,1,100,13
func_25_size_50_opt_2,9.00,50,2,0,100,10
func_25_size_100_opt_2,6.00,100,2,0,100,10
func_25_size_200_opt_2,12.00,200,2,0,100,12
func_25_size_500_opt_2,9.00,500,2,0,100,10
func_26_size_10_opt_2,1070.00,10,2,1,100,500
func_26_size_50_opt_2,1032.00,50,2,1,100,500
func_26_size_100_opt_2,1017.00,100,2,1,100,500
func_26_size_200_opt_2,1068.00,200,2,1,100,500
func_26_size_500_opt_2,1190.00,500,2,0,100,500
func_27_size_10_opt_2,10.00,10,2,0,100,10
func_27_size_50_opt_2,6.00,50,2,0,100,10
func_27_size_100_opt_2,9.00,100,2,0,100,10
func_27_size_200_opt_2,10.00,200,2,0,100,10
func_27_size_500_opt_2,5.00,500,2,0,100,10
func_28_size_10_opt_2,838.00,10,2,1,100,500
func_28_size_50_opt_2,971.00,50,2,1,100,500
func_28_size_100_opt_2,1149.00,100,2,1,100,500
func_28_size_200_opt_2,961.00,200,2,1,100,500
func_28_size_500_opt_2,918.00,500,2,0,100,500
func_29_size_10_opt_2,9.00,10,2,0,100,10
func_29_size_50_opt_2,12.00,50,2,0,100,12
func_29_size_100_opt_2,13.00,100,2,0,100,13
func_29_size_200_opt_2,14.00,200,2,0,100,14
func_29_size_500_opt_2,12.00,500,2,0,100,12
func_30_size_10_opt_2,1152.00,10,2,1,100,500
func_30_size_50_opt_2,858.00,50,2,1,100,500
func_30_size_100_opt_2,1149.00,100,2,1,100,500
func_30_size_200_opt_2,888.00,200,2,1,100,500
func_30_size_500_opt_2,910.00,500,2,0,100,500
func_31_size_10_opt_2,8.00,10,2,0,100,10
func_31_size_50_opt_2,12.00,50,2,0,100,12
func_31_size_100_opt_2,5.00,100,2,0,100,10
func_31_size_200_opt_2,6.00,200,2,0,100,10
func_31_size_500_opt_2,5.00,500,2,0,100,10
func_32_size_10_opt_2,877.00,10,2,1,100,500
func_32_size_50_opt_2,1173.00,50,2,1,100,500
func_32_size_100_opt_2,810.00,100,2,1,100,500
func_32_size_200_opt_2,1190.00,200,2,1,100,500
func_32_size_500_opt_2,912.00,500,2,0,100,500
func_33_size_10_opt_2,5.00,10,2,0,100,10
func_33_size_50_opt_2,12.00,50,2,0,100,12
func_33_size_100_opt_2,6.00,100,2,0,100,10
func_33_size_200_opt_2,7.00,200,2,0,100,10
func_33_size_500_opt_2,8.00,500,2,0,100,10
func_34_size_10_opt_2,885.00,10,2,1,100,500
func_34_size_50_opt_2,856.00,50,2,1,100,500
func_34_size_100_opt_2,1012.00,100,2,1,100,500
func_34_size_200_opt_2,1071.00,200,2,1,100,500
func_34_size_500_opt_2,844.00,500,2,0,100,500
func_35_size_10_opt_2,10.00,10,2,0,100,10
func_35_size_50_opt_2,9.00,50,2,0,100,10
func_35_size_100_opt_2,5.00,100,2,0,100,10
func_35_size_200_opt_2,7.00,200,2,0,100,10
func_35_size_500_opt_2,9.00,500,2,0,100,10
func_36_size_10_opt_2,924.00,10,2,1,100,500
func_36_size_50_opt_2,1072.00,50,2,1,100,500
func_36_size_100_opt_2,812.00,100,2,1,100,500
func_36_size_200_opt_2,982.00,200,2,1,100,500
func_36_size_500_opt_2,806.00,500,2,0,100,500
func_37_size_10_opt_2,9.00,10,2,0,100,10
func_37_size_50_opt_2,12.00,50,2,0,100,12
func_37_size_100_opt_2,7.00,100,2,0,100,10
func_37_size_200_opt_2,8.00,200,2,0,100,10
func_37_size_500_opt_2,13.00,500,2,0,100,13
func_38_size_10_opt_2,1178.00,10,2,1,100,500
func_38_size_50_opt_2,1197.00,50,2,1,100,500
func_38_size_100_opt_2,871.00,100,2,1,100,500
func_38_size_200_opt_2,854.00,200,2,1,100,500
func_38_size_500_opt_2,1009.00,500,2,0,100,500
func_39_size_10_opt_2,14.00,10,2,1,100,14
func_39_size_50_opt_2,9.00,50,2,0,100,10
func_39_size_100_opt_2,6.00,100,2,0,100,10
func_39_size_200_opt_2,11.00,200,2,0,100,11
func_39_size_500_opt_2,13.00,500,2,0,100,13
func_40_size_10_opt_2,943.00,10,2,1,100,500
func_40_size_50_opt_2,999.00,50,2,1,100,500
func_40_size_100_opt_2,984.00,100,2,1,100,500
func_40_size_200_opt_2,980.00,200,2,1,100,500
func_40_size_500_opt_2,827.00,500,2,0,100,500
func_41_size_10_opt_2,13.00,10,2,1,100,13
func_41_size_50_opt_2,9.00,50,2,0,100,10
func_41_size_100_opt_2,8.00,100,2,0,100,10
func_41_size_200_opt_2,9.00,200,2,0,100,10
func_41_size_500_opt_2,9.00,500,2,0,100,10
func_42_size_10_opt_2,881.00,10,2,1,100,500
func_42_size_50_opt_2,1135.00,50,2,1,100,500
func_42_size_100_opt_2,959.00,100,2,1,100,500
func_42_size_200_opt_2,1092.00,200,2,1,100,500
func_42_size_500_opt_2,1010.00,500,2,0,100,500
func_43_size_10_opt_2,9.00,10,2,0,100,10
func_43_size_50_opt_2,9.00,50,2,0,100,10
func_43_size_100_opt_2,9.00,100,2,0,100,10
func_43_size_200_opt_2,14.00,200,2,0,100,14
func_43_size_500_opt_2,11.00,500,2,0,100,11
func_44_size_10_opt_2,903.00,10,2,1,100,500
func_44_size_50_opt_2,860.00,50,2,1,100,500
func_44_size_100_opt_2,943.00,100,2,1,100,500
func_44_size_200_opt_2,1026.00,200,2,1,100,500
func_44_size_500_opt_2,806.00,500,2,0,100,500
func_45_size_10_opt_2,15.00,10,2,1,100,15
func_45_size_50_opt_2,12.00,50,2,0,100,12
func_45_size_100_opt_2,13.00,100,2,0,100,13
func_45_size_200_opt_2,9.00,200,2,0,100,10
func_45_size_500_opt_2,11.00,500,2,0,100,11
func_46_size_10_opt_2,1176.00,10,2,1,100,500
func_46_size_50_opt_2,1004.00,50,2,1,100,500
func_46_size_100_opt_2,969.00,100,2,1,100,500
func_46_size_200_opt_2,874.00,200,2,1,100,500
func_46_size_500_opt_2,845.00,500,2,0,100,500
func_47_size_10_opt_2,14.00,10,2,1,100,14
func_47_size_50_opt_2,6.00,50,2,0,100,10
func_47_size_100_opt_2,8.00,100,2,0,100,10
func_47_size_200_opt_2,10.00,200,2,0,100,10
func_47_size_500_opt_2,14.00,500,2,0,100,14
func_48_size_10_opt_2,1187.00,10,2,1,100,500
func_48_size_50_opt_2,802.00,50,2,1,100,500
func_48_size_100_opt_2,1178.00,100,2,1,100,500
func_48_size_200_opt_2,1169.00,200,2,1,100,500
func_48_size_500_opt_2,810.00,500,2,0,100,500
func_49_size_10_opt_2,11.00,10,2,1,100,11
func_49_size_50_opt_2,13.00,50,2,0,100,13
func_49_size_100_opt_2,5.00,100,2,0,100,10
func_49_size_200_opt_2,11.00,200,2,0,100,11
func_49_size_500_opt_2,14.00,500,2,0,100,14
